restaurant_name,price_level,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,food,service,atmosphere,excellent,location,last_certificate_excellence,cuisine_nation,meals
A Casa Galega,€€-€€€,N,N,,2.5,262,2.5,2.5,3.0,13,Castelldefels,,Spanish,
Sukha Espai Vegetaria,€€-€€€,Y,Y,6.0,4.5,155,4.5,4.0,4.5,20,Castelldefels,Certificate of Excellence 2017,Spanish,
Spriz,€€-€€€,Y,Y,6.0,4.0,416,4.0,4.5,4.0,37,Castelldefels,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Barba-Rossa Beach Bar,€€-€€€,N,N,6.0,4.0,687,4.0,4.0,4.0,28,Castelldefels,Certificate of Excellence 2018,American,"Dinner, Lunch"
Dal Nonno,€€-€€€,Y,Y,6.0,4.0,104,4.5,4.0,3.5,4,Castelldefels,Certificate of Excellence 2018,Italian,
Restaurante Amar,€€-€€€,Y,Y,6.0,4.5,1625,4.5,4.5,4.5,155,Castelldefels,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Tast,€€-€€€,Y,Y,7.0,4.0,197,4.0,4.0,4.0,2,Castelldefels,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Can Moyas,€€-€€€,Y,Y,6.0,4.0,688,4.0,4.0,4.0,29,Castelldefels,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Iguana Chiringuito,€€-€€€,N,N,7.0,3.5,121,3.5,4.0,4.0,10,Castelldefels,,Spanish,"Dinner, Lunch"
Restaurante Pizzeria Casanova,€€-€€€,Y,N,7.0,3.0,364,3.5,3.5,3.0,6,Castelldefels,,Italian,
Rincon de Galicia,€€-€€€,N,N,7.0,3.5,230,3.5,3.5,3.0,5,Castelldefels,,Spanish,"Dinner, Lunch"
Cel Blau,€€-€€€,Y,Y,7.0,4.0,625,4.0,4.0,4.0,32,Castelldefels,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
La Posada del Trabuco,€€-€€€,N,N,,3.5,106,4.0,4.0,4.5,17,Castelldefels,,Spanish,"Dinner, Lunch"
La Mesa Restaurant,€€-€€€,Y,Y,7.0,4.0,361,4.5,4.0,4.0,74,Castelldefels,Certificate of Excellence 2018,Middle Eastern,
Ushuaia,€€-€€€,N,N,7.0,4.0,473,4.0,4.0,4.0,40,Castelldefels,Certificate of Excellence 2020,Argentinian,"Dinner, Lunch"
Olave Plaza,€€-€€€,N,N,6.0,3.5,147,3.5,3.0,3.0,4,Castelldefels,,Spanish,"Dinner, Lunch"
Bocatas,€,N,N,,3.0,145,3.5,3.5,3.5,4,Castelldefels,,Spanish,"Breakfast, Dinner, Lunch"
El Marítimo Castelldefels Restaurante,€€-€€€,N,N,7.0,3.5,203,3.5,3.5,3.5,13,Castelldefels,,Spanish,"Breakfast, Dinner, Lunch"
Alaorilla,€€-€€€,N,N,6.0,2.5,103,2.5,2.5,2.5,0,Castelldefels,,Spanish,
Restaurant Soli,€€-€€€,N,N,6.0,4.0,142,4.0,4.0,4.0,4,Castelldefels,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Sushi Chef,€€-€€€,N,N,7.0,4.0,107,4.0,4.0,4.0,4,Castelldefels,Certificate of Excellence 2016,Japanese,
Fosbury Cafe,€€-€€€,Y,Y,,4.0,1020,4.0,4.0,4.0,45,Castelldefels,,Spanish,"Dinner, Lunch"
Chiringuito Tibu-Ron,€€-€€€,N,N,7.0,4.0,137,3.5,4.0,4.5,9,Castelldefels,Certificate of Excellence 2015,Spanish,Lunch
Tibu-Ron Beach Club,€€-€€€,N,N,,3.5,346,3.5,3.5,4.0,16,Castelldefels,,Spanish,"Dinner, Lunch"
Chiringuito Carita Morena,€€-€€€,N,N,,3.5,128,3.5,3.5,4.5,3,Castelldefels,,,
Dolce Vita,€€-€€€,N,N,7.0,4.0,104,4.0,4.0,4.5,8,Castelldefels,Certificate of Excellence 2018,American,"Breakfast, Dinner, Lunch"
La Cantineta de l'Alba,€€-€€€,N,N,6.0,4.0,121,4.5,3.5,,1,Castelldefels,Certificate of Excellence 2017,Spanish,
Un posto al sole,€€-€€€,N,N,7.0,4.0,124,4.5,4.5,4.0,6,Castelldefels,Certificate of Excellence 2018,Italian,"Dinner, Lunch"
Para vos by Miravos,€€-€€€,N,N,7.0,3.5,174,3.5,3.5,3.5,2,Castelldefels,,Argentinian,"Breakfast, Dinner, Lunch"
De Aqui y de Alla,€€-€€€,N,N,6.0,4.0,154,4.0,4.5,4.5,11,Castelldefels,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Pizzeria Montevideo Castelldefels,€€-€€€,N,N,7.0,4.0,243,4.0,4.0,4.0,2,Castelldefels,Certificate of Excellence 2019,,"Dinner, Lunch"
Restaurant Andalucia,€€-€€€,N,N,6.0,4.0,102,4.0,4.5,4.0,8,Castelldefels,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
TasKa Restaurant & Tapas,€€-€€€,Y,Y,6.0,4.0,676,4.0,4.0,4.5,37,Castelldefels,Certificate of Excellence 2020,Spanish,
La Jijonenca Sirvent Verdú,€,N,N,,4.0,104,4.5,4.5,4.0,11,Castelldefels,Certificate of Excellence 2017,,
Marisqueria Olave,€€-€€€,N,Y,7.0,3.5,381,4.0,4.0,3.5,11,Castelldefels,,Spanish,"Dinner, Lunch"
Restaurante La Toja,€€-€€€,Y,Y,7.0,4.0,403,4.0,4.0,4.0,37,Castelldefels,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Txoko Bar,€€-€€€,N,Y,6.0,4.0,428,4.0,4.0,3.5,13,Castelldefels,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Chalo de Tapas,€€-€€€,Y,N,6.0,4.0,415,4.0,4.5,4.0,26,Castelldefels,Certificate of Excellence 2020,Spanish,
Verde Luna,€€-€€€,N,N,7.0,4.0,129,4.0,4.0,3.5,7,Castelldefels,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Punto UY,€€-€€€,N,N,6.0,3.5,380,4.0,3.5,4.0,11,Castelldefels,,,"Dinner, Lunch"
takua,€€-€€€,Y,N,7.0,4.0,148,4.0,3.5,4.0,8,Castelldefels,Certificate of Excellence 2020,South American,Dinner
Restaurante A + D,€€-€€€,N,Y,7.0,4.0,114,4.0,4.0,4.0,1,Castelldefels,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Restaurante Cheche,€€-€€€,Y,Y,6.0,4.5,936,4.5,4.5,4.5,40,Castelldefels,Certificate of Excellence 2020,Spanish,
Maria Bonita Castelldefels,€€-€€€,N,N,,3.0,107,3.0,2.5,3.0,2,Castelldefels,,Spanish,Dinner
Rober's Castelldefels,€,N,N,,4.0,428,3.5,3.5,3.5,9,Castelldefels,,Spanish,Lunch
Restaurante Beach Club El Pendulo,€€-€€€,N,N,7.0,3.5,141,3.5,3.5,3.5,2,Castelldefels,,Spanish,"Dinner, Lunch"
Salta Violeta,€€-€€€,N,N,7.0,4.0,258,4.0,4.0,,22,Castelldefels,Certificate of Excellence 2017,,"Breakfast, Dinner, Lunch"
LATITUD NORTE RESTAURANTE,€€-€€€,Y,Y,6.0,4.0,167,4.0,4.0,4.5,5,Castelldefels,Certificate of Excellence 2017,Spanish,
Barracuda,€€-€€€,N,N,,3.0,256,3.5,3.5,4.0,8,Castelldefels,,Spanish,
Parrillada Pizzeria Todo Bien,€€-€€€,Y,Y,6.0,4.5,350,4.0,4.0,,16,Castelldefels,Certificate of Excellence 2020,Argentinian,
UDON Ànec Blau,€€-€€€,Y,Y,7.0,4.0,165,4.0,4.0,,5,Castelldefels,Certificate of Excellence 2018,Japanese,
Casanova Beach Club CBC,€€-€€€,Y,Y,7.0,3.5,769,4.0,3.5,4.5,25,Castelldefels,Certificate of Excellence 2016,Spanish,
Feten,€€-€€€,Y,Y,6.0,4.0,562,4.0,4.0,4.5,18,Castelldefels,Certificate of Excellence 2016,Japanese,
Sidral d'Eva,€€-€€€,Y,N,6.0,4.0,118,4.5,4.5,,2,Castelldefels,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Sabors del Mar sea food Halal,€€-€€€,N,N,6.0,3.5,146,4.5,4.5,,13,Castelldefels,,Spanish,
Rocxi Beach Restaurant & Tapas,€€-€€€,Y,Y,7.0,4.0,545,4.0,4.0,,20,Castelldefels,Certificate of Excellence 2019,Spanish,
Frankfurt Nuovo,€,Y,N,7.0,3.5,126,3.5,4.0,,7,Castelldefels,,Spanish,
Rayuela Resto and Grill,€€-€€€,N,Y,6.0,4.5,157,4.5,4.5,,9,Castelldefels,Certificate of Excellence 2020,Latin,"Dinner, Lunch"
La Canasta,€€€€,Y,Y,7.0,4.0,467,4.5,4.0,4.0,12,Castelldefels,,Spanish,
El Avión Castelldefels,€€-€€€,N,Y,7.0,3.5,157,3.5,3.5,2.5,4,Castelldefels,,Spanish,
La Pampa,€€-€€€,N,N,7.0,4.0,434,4.0,4.0,4.0,21,Castelldefels,Certificate of Excellence 2020,Latin,"Dinner, Lunch"
Restaurante Las Botas,€€-€€€,Y,Y,6.0,4.0,550,4.0,4.5,4.0,20,Castelldefels,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Lloret,€€-€€€,Y,Y,6.0,4.0,146,4.0,4.0,3.5,2,Castelldefels,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
Pizza Sur S.c.p.,€€-€€€,N,N,,3.0,128,3.0,3.5,3.0,4,Castelldefels,,Argentinian,"Dinner, Lunch"
Rincon de Lola SL.,€€-€€€,N,N,6.0,3.0,331,3.0,3.0,3.5,2,Castelldefels,,Spanish,Lunch
Can Pere Marti,€€-€€€,N,N,7.0,3.5,148,3.5,3.5,3.5,3,Castelldefels,,Spanish,"Dinner, Lunch"
Exquisit,€€-€€€,Y,Y,6.0,4.5,438,4.5,4.0,4.0,9,Igualada,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Asador Meson el Abuelo,€€-€€€,N,N,7.0,4.0,177,4.5,4.0,3.5,2,Igualada,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Kan Bakus,€€-€€€,Y,Y,5.0,4.5,119,4.5,4.5,4.5,1,Igualada,Certificate of Excellence 2018,Japanese,
El Rovell de l'Ou,€€-€€€,N,N,6.0,4.0,169,4.0,3.5,3.5,6,Igualada,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
El jardi,€€-€€€,Y,Y,7.0,4.5,273,4.5,4.0,4.0,4,Igualada,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Mirall,€€-€€€,Y,Y,5.0,4.5,112,4.5,4.0,3.5,1,Igualada,Certificate of Excellence 2019,Spanish,
Oro di Napoli,€€-€€€,Y,N,,4.0,198,4.5,4.0,4.0,8,Igualada,Certificate of Excellence 2019,Italian,
Munich Pizzeria Restaurant,€€-€€€,Y,N,6.0,3.5,118,4.0,4.0,4.0,4,Igualada,,Spanish,"Dinner, Lunch"
Somiatruites,€€-€€€,Y,Y,7.0,4.0,548,4.5,4.0,4.0,12,Igualada,,Spanish,"Dinner, Lunch"
Cubics Restauració,€€-€€€,Y,Y,7.0,4.5,105,4.5,4.5,,9,Igualada,Certificate of Excellence 2017,,
Bindu,€€-€€€,Y,Y,4.0,4.5,109,4.5,4.5,4.5,3,Igualada,Certificate of Excellence 2018,,
El Caprici,€€-€€€,Y,N,,4.5,122,4.5,4.5,,72,Igualada,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Reco del Traginer,€€-€€€,N,N,6.0,3.5,160,4.0,4.0,3.5,1,Igualada,,Spanish,"Breakfast, Dinner, Lunch"
Diversus Restaurant,€€-€€€,Y,Y,7.0,4.0,630,4.5,4.5,4.0,11,Sant Boi de Llobregat,,Italian,"Breakfast, Dinner, Lunch"
Marimorena,€€-€€€,Y,Y,5.0,4.5,494,4.5,4.5,4.5,4,Sant Boi de Llobregat,Certificate of Excellence 2019,,
Braseria Nicasio Carnes Goumets,€€-€€€,N,Y,6.0,4.5,249,5.0,4.5,4.5,2,Sant Boi de Llobregat,Certificate of Excellence 2020,Spanish,
LaLola,€€-€€€,N,N,5.0,4.0,114,4.5,4.0,4.5,52,Sant Boi de Llobregat,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Fogon de Sant Boi,€€-€€€,N,N,7.0,4.0,251,4.0,4.0,3.5,3,Sant Boi de Llobregat,Certificate of Excellence 2020,,
Bavi Bistro,€€-€€€,N,N,6.0,4.0,111,4.5,4.0,,4,Sant Boi de Llobregat,Certificate of Excellence 2018,Spanish,
Duff,€,N,Y,5.0,4.0,101,4.5,4.0,4.5,4,Sant Boi de Llobregat,Certificate of Excellence 2017,American,
Restaurante Cal Vitus,€€-€€€,N,Y,5.0,4.5,114,4.0,4.0,4.5,0,Sant Boi de Llobregat,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Blanc&Negre,€€-€€€,N,N,7.0,4.0,107,4.5,4.0,,6,Sant Boi de Llobregat,Certificate of Excellence 2016,,
Pizzeria Carlos,€,N,N,7.0,3.0,119,3.5,3.0,,30,Sant Boi de Llobregat,,Italian,Dinner
El Pou De La Beleta,€€-€€€,Y,Y,6.0,4.5,205,4.5,4.5,,1,Sant Boi de Llobregat,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Coquus Restaurant,€€-€€€,N,N,6.0,4.5,110,4.5,4.5,,63,Sant Boi de Llobregat,Certificate of Excellence 2019,Spanish,
Caburé Gastrobar,€€-€€€,Y,Y,6.0,4.5,145,4.5,4.5,,15,Sant Pere de Ribes,Certificate of Excellence 2020,Spanish,
Clubhouse27,€€-€€€,Y,Y,6.0,4.5,581,4.5,4.5,4.5,143,Sant Pere de Ribes,Certificate of Excellence 2020,,"Breakfast, Dinner, Lunch"
Zen & Do,€€-€€€,Y,Y,,4.5,117,4.5,4.5,4.0,20,Sant Pere de Ribes,Certificate of Excellence 2017,Italian,"Dinner, Lunch"
Restaurant L'anxaneta,€€-€€€,Y,Y,6.0,4.5,216,4.5,4.5,4.0,16,Sant Pere de Ribes,Certificate of Excellence 2020,Spanish,
El Gauchito,€€-€€€,N,N,6.0,3.0,115,3.0,3.0,3.5,3,Sant Pere de Ribes,,,"Dinner, Lunch"
Can Lloses,€€-€€€,N,N,6.0,4.0,220,4.0,4.0,4.0,6,Sant Pere de Ribes,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Pasarela Restaurant,€€-€€€,N,N,7.0,2.5,368,3.0,3.0,3.0,3,Santa Agnes de Malanyanes,,Spanish,
La Republica,€,N,Y,6.0,4.0,105,4.5,4.5,,37,Santa Agnes de Malanyanes,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Fonda De Can Parellada,€€-€€€,N,N,7.0,3.5,163,4.0,3.5,4.0,1,Masquefa,,Spanish,"Dinner, Lunch"
l'Antic Celler,€€-€€€,Y,Y,4.0,4.0,153,4.0,4.0,4.0,64,Masquefa,Certificate of Excellence 2018,,"Breakfast, Dinner, Lunch"
Cal Cuiner,€€-€€€,N,N,6.0,4.5,162,4.5,4.5,4.0,3,Masquefa,Certificate of Excellence 2020,,"Dinner, Lunch"
Laona Barbera,€€-€€€,N,Y,7.0,4.5,225,4.0,4.0,4.5,1,Barbera del Valles,Certificate of Excellence 2020,Spanish,
Restaurante Sultan,€€-€€€,Y,N,6.0,4.5,209,4.5,4.5,,3,Barbera del Valles,Certificate of Excellence 2018,Lebanese,
Can Escayola,€€-€€€,N,N,7.0,3.5,283,3.5,3.5,3.5,2,Barbera del Valles,,Spanish,"Dinner, Lunch"
Oasis Barbera,€€-€€€,Y,Y,6.0,4.0,165,4.5,4.5,4.0,0,Barbera del Valles,Certificate of Excellence 2019,Spanish,
Debut,€€-€€€,Y,Y,6.0,4.5,211,4.5,4.5,,4,L'Hospitalet de Llobregat,Certificate of Excellence 2020,Spanish,
25 Roselles,€€-€€€,N,Y,7.0,4.0,117,4.0,4.0,3.5,2,L'Hospitalet de Llobregat,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
Antichi Sapori de Angelis,€€-€€€,Y,Y,7.0,4.5,769,4.5,4.5,4.0,86,L'Hospitalet de Llobregat,Certificate of Excellence 2020,Italian,
Restaurante Gauchito's Grill,€€-€€€,N,Y,6.0,4.5,220,4.5,4.5,4.0,29,L'Hospitalet de Llobregat,Certificate of Excellence 2020,Argentinian,"Dinner, Lunch"
Restaurante Japones Osaka,€€-€€€,N,N,7.0,4.0,196,4.0,4.0,4.0,1,L'Hospitalet de Llobregat,Certificate of Excellence 2017,Japanese,"Dinner, Lunch"
El Com Food & Wine Bar,€€-€€€,N,Y,5.0,4.5,161,4.5,4.5,4.5,22,L'Hospitalet de Llobregat,Certificate of Excellence 2019,,
La Marina de L'Hospitalet,€€-€€€,N,N,6.0,3.5,135,4.0,3.5,4.0,4,L'Hospitalet de Llobregat,,Spanish,"Breakfast, Lunch"
UDON Gran Via 2,€€-€€€,N,N,7.0,3.5,145,3.5,3.5,3.5,3,L'Hospitalet de Llobregat,,Japanese,
As de Pikas,€,Y,Y,6.0,4.5,453,4.5,4.5,4.5,35,L'Hospitalet de Llobregat,Certificate of Excellence 2020,American,
Mug Restaurante,€€-€€€,Y,N,5.0,4.5,130,4.5,4.0,4.0,2,L'Hospitalet de Llobregat,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
Cafe de la Placa,€€-€€€,Y,Y,7.0,4.5,162,4.0,4.5,4.0,9,L'Hospitalet de Llobregat,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
Mangia € Bevi,€€-€€€,Y,N,1.0,3.5,184,3.5,3.0,4.0,14,L'Hospitalet de Llobregat,,Italian,
Baskonia Restaurant,€€-€€€,N,N,7.0,3.5,287,3.5,3.5,3.5,12,L'Hospitalet de Llobregat,,Spanish,"Dinner, Lunch"
Sucapa,€€-€€€,N,Y,6.0,4.5,206,4.5,4.5,3.5,3,L'Hospitalet de Llobregat,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Muxia Restaurant,€€-€€€,N,N,7.0,3.5,220,3.5,3.5,3.5,13,L'Hospitalet de Llobregat,,Spanish,
Feng Sushi,€€-€€€,N,N,7.0,4.0,133,4.0,4.0,4.0,4,L'Hospitalet de Llobregat,Certificate of Excellence 2019,Japanese,"Dinner, Lunch"
Canas y Tapas Gran Via 2,€€-€€€,N,N,7.0,2.5,129,3.5,3.5,3.5,8,L'Hospitalet de Llobregat,,Spanish,Breakfast
Palmer Restaurant,€€-€€€,Y,N,,4.0,195,4.0,4.5,,45,L'Hospitalet de Llobregat,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
La Cocina De Graciela,€€-€€€,N,Y,7.0,4.5,245,4.5,4.0,,12,L'Hospitalet de Llobregat,Certificate of Excellence 2020,Mexican,"Dinner, Lunch"
This & That Co.,€€-€€€,N,Y,5.0,4.0,362,4.5,4.0,,38,L'Hospitalet de Llobregat,Certificate of Excellence 2018,Spanish,
El Nippón,€€-€€€,N,Y,5.0,4.0,181,4.5,4.0,,2,L'Hospitalet de Llobregat,Certificate of Excellence 2020,Japanese,"Dinner, Lunch"
Casa Carmen Gran Via 2,€€-€€€,Y,Y,7.0,4.0,641,4.0,4.0,,28,L'Hospitalet de Llobregat,,Spanish,
La Pepa Restaurante,€€-€€€,Y,Y,7.0,4.0,337,4.0,4.0,,18,L'Hospitalet de Llobregat,,Spanish,"Breakfast, Dinner, Lunch"
Gastro Burger,€,Y,Y,6.0,4.5,304,4.5,4.5,,3,L'Hospitalet de Llobregat,Certificate of Excellence 2018,American,
Restaurante Casa Varela,€€-€€€,Y,Y,7.0,4.5,579,4.5,4.5,4.0,113,L'Hospitalet de Llobregat,Certificate of Excellence 2020,Spanish,
Restaurante Piripipao,€€-€€€,N,Y,6.0,4.5,225,4.5,4.0,3.5,30,L'Hospitalet de Llobregat,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
El Racó del Cargol,€€-€€€,Y,Y,6.0,4.0,304,4.5,4.0,3.5,8,L'Hospitalet de Llobregat,Certificate of Excellence 2020,Spanish,
La Flama,€€-€€€,N,N,7.0,3.5,172,3.5,3.5,3.0,5,L'Hospitalet de Llobregat,,Spanish,"Breakfast, Dinner, Lunch"
La Rosa Purpura,€€-€€€,N,N,7.0,4.0,101,4.5,4.5,4.5,38,L'Hospitalet de Llobregat,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
Iberic Fusion Playa,€€-€€€,Y,Y,7.0,3.5,180,3.5,3.5,,2,Badalona,,Spanish,
Il Metro,€,Y,N,4.0,4.5,249,4.5,4.0,4.0,9,Badalona,Certificate of Excellence 2020,Italian,
Donzella de la Costa,€€€€,N,N,7.0,3.5,135,4.0,3.5,,1,Badalona,,Spanish,"Dinner, Lunch"
Baires,€,N,Y,7.0,4.5,116,4.5,4.5,,12,Badalona,Certificate of Excellence 2020,Argentinian,
Caruso,€€-€€€,Y,N,,4.5,279,4.5,4.5,4.0,10,Badalona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Can Mario's Restaurant,€€-€€€,Y,Y,5.0,4.5,520,4.5,4.5,4.0,13,Badalona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Tariq,€€-€€€,Y,Y,6.0,4.5,365,4.5,4.5,4.0,20,Badalona,Certificate of Excellence 2020,Middle Eastern,
Sotavent Restaurant,€€-€€€,N,N,7.0,3.5,101,4.0,3.5,4.0,2,Badalona,,Spanish,"Dinner, Lunch"
El Rebost d'en Manel,€€-€€€,N,N,6.0,4.0,111,4.0,4.0,4.0,7,Badalona,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
El Rebost de Montigala,€€-€€€,N,N,7.0,3.5,189,4.0,4.0,4.0,53,Badalona,,Spanish,"Dinner, Lunch"
Pizzeria Oasis,€,N,N,6.0,4.5,122,4.5,4.0,4.0,1,Badalona,Certificate of Excellence 2017,Italian,Lunch
La Costa,€€-€€€,N,Y,6.0,4.5,103,4.5,4.5,,6,Badalona,Certificate of Excellence 2018,Spanish,
El Cafe de les Antipodes,€€-€€€,Y,Y,6.0,4.0,394,4.0,4.0,4.5,18,Badalona,Certificate of Excellence 2018,Spanish,
La Sita Restaurant,€€-€€€,Y,Y,6.0,4.5,130,4.5,4.5,4.5,1,Badalona,Certificate of Excellence 2019,Spanish,
Can Daniel,€€-€€€,N,N,7.0,2.5,140,3.0,3.0,3.0,19,Badalona,,Spanish,
Mexicali,€€-€€€,N,N,5.0,4.0,220,4.5,4.5,4.5,11,Badalona,Certificate of Excellence 2018,Mexican,"Dinner, Lunch"
Forn Bertran Mar,€€-€€€,N,N,7.0,4.0,126,4.5,4.0,4.0,4,Badalona,Certificate of Excellence 2017,,"Breakfast, Dinner, Lunch"
Can Pelat,€€-€€€,N,Y,7.0,3.5,114,4.0,3.5,,2,Badalona,,Spanish,"Dinner, Lunch"
El Celler de Badalona,€€-€€€,N,Y,5.0,4.5,125,4.5,4.5,,2,Badalona,Certificate of Excellence 2019,Spanish,
Oliva Restaurant,€€-€€€,N,N,6.0,4.0,122,4.0,4.0,4.0,1,Badalona,Certificate of Excellence 2016,Spanish,"Breakfast, Lunch"
Talos Bar Restaurant Lounge Jardi,€€-€€€,N,N,6.0,3.5,110,4.0,4.0,,4,Badalona,,,"Dinner, Lunch"
Can Soler,€€-€€€,Y,Y,7.0,4.5,463,4.5,4.5,4.0,8,Badalona,Certificate of Excellence 2020,,Breakfast
Italian Restaurant Il Vizio,€,N,N,7.0,3.0,217,3.0,3.0,3.0,3,Badalona,,Italian,
LA MARE DEL TANO,€€-€€€,Y,N,6.0,4.5,296,4.5,4.5,4.0,12,Badalona,Certificate of Excellence 2020,Spanish,
La bella venezia,€€-€€€,N,N,,4.0,168,4.5,4.0,,2,Badalona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
El Trabucaire,€€-€€€,N,Y,4.0,4.5,1060,4.5,4.5,4.5,17,Badalona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Can Rubiales,€€-€€€,N,Y,6.0,4.5,234,4.5,4.5,,6,Badalona,Certificate of Excellence 2020,Spanish,
Ca la Tina,€€-€€€,N,N,,3.5,123,4.0,4.0,3.5,2,Badalona,Certificate of Excellence 2016,,"Dinner, Lunch"
La Sargantana Badalonina SL.,€€-€€€,Y,Y,5.0,4.0,120,4.5,4.0,3.5,1,Badalona,Certificate of Excellence 2017,,
Fusión grill,€€-€€€,N,N,,3.5,194,3.5,3.5,,1,Badalona,,Spanish,"Dinner, Lunch"
Charlotte's Grill,€€-€€€,N,Y,7.0,4.0,190,4.5,4.0,,7,Badalona,Certificate of Excellence 2017,American,
Autèntik Club,€€-€€€,N,N,7.0,4.0,283,4.0,4.0,,5,Badalona,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
La Tagliatella Badalona,€€-€€€,Y,Y,7.0,3.5,300,3.5,3.5,3.5,5,Badalona,,Italian,
Balsàmic gastrobar,€€-€€€,Y,Y,5.0,4.5,301,4.5,4.5,,5,Badalona,Certificate of Excellence 2020,Spanish,
L’Estupendu,€€-€€€,N,Y,6.0,3.5,709,3.5,3.5,,19,Badalona,,Spanish,"Dinner, Lunch"
Mira Napoli Pizzeria,€€-€€€,N,N,,4.0,188,4.0,3.5,3.5,4,Badalona,,Italian,"Dinner, Lunch"
Can Frai Restaurant,€€-€€€,Y,N,7.0,4.0,286,4.0,4.0,4.0,13,Badalona,Certificate of Excellence 2015,Spanish,
Restaurante Ca L'arque SL.,€€-€€€,N,N,6.0,3.5,114,4.0,3.5,3.5,4,Badalona,,,"Dinner, Lunch"
Masia El Molí de Cal Dimoni,€€-€€€,N,N,,3.5,215,3.5,4.0,3.5,2,Badalona,,Spanish,"Dinner, Lunch"
Cano-14,€€-€€€,N,N,7.0,4.0,128,4.0,4.0,3.0,2,Badalona,Certificate of Excellence 2018,Argentinian,"Dinner, Lunch"
L'Antillana,€€-€€€,N,N,7.0,2.5,153,3.0,2.5,3.0,6,Badalona,,Spanish,
La Llar de L'all I Oli,€€-€€€,N,N,6.0,4.5,138,4.5,4.5,4.0,4,Badalona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
La Pizarrita De Juanlu,€,N,N,5.0,4.5,111,4.5,4.5,,2,Cerdanyola del Valles,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Tanino,€€-€€€,Y,Y,7.0,4.0,108,4.5,4.5,4.0,0,Cerdanyola del Valles,Certificate of Excellence 2015,Spanish,
El Burrito Tertuliano,€€-€€€,Y,N,5.0,4.0,349,4.5,4.5,4.0,7,Cerdanyola del Valles,Certificate of Excellence 2020,Mexican,
Masia Tito Carlos,€€-€€€,N,Y,6.0,4.0,217,4.0,4.0,4.0,0,Cerdanyola del Valles,,Spanish,
Malagrapa,€€-€€€,N,Y,6.0,4.0,137,4.0,3.5,4.0,0,Cerdanyola del Valles,Certificate of Excellence 2017,Spanish,
Restaurant Capicua,€€-€€€,Y,Y,5.0,4.5,267,4.5,4.5,4.5,7,Cerdanyola del Valles,Certificate of Excellence 2020,Spanish,
Papitu Restaurant.,€€-€€€,N,N,7.0,4.0,156,4.0,4.5,4.5,4,Cerdanyola del Valles,Certificate of Excellence 2019,Spanish,
Restaurante Los Abetos,€€-€€€,Y,Y,,4.0,267,4.5,4.5,4.0,2,Cerdanyola del Valles,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Tast & Gust Restaurant,€€€€,N,Y,6.0,5.0,251,5.0,4.5,4.5,8,Cerdanyola del Valles,,Spanish,
Piropo Restaurant,€€-€€€,Y,Y,6.0,4.0,133,4.0,4.0,4.5,1,Cerdanyola del Valles,Certificate of Excellence 2017,Spanish,
