restaurant_name,price_level,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,food,service,atmosphere,excellent,location,last_certificate_excellence,cuisine_nation,meals
Bodegas Chumi,€,N,N,3.0,3.5,165,3.5,3.5,4.0,1,Cerdanyola del Valles,,Spanish,"Dinner, Lunch"
Restaurant Shapo,€€-€€€,N,N,6.0,4.5,518,4.0,4.0,4.0,2,Cerdanyola del Valles,Certificate of Excellence 2020,Spanish,
Bar Alaska,€,N,N,7.0,3.5,149,3.5,3.5,2.5,1,Cerdanyola del Valles,,Spanish,"Breakfast, Dinner, Lunch"
Can Sarda,€€-€€€,N,Y,6.0,4.0,235,4.0,4.0,4.0,1,Cerdanyola del Valles,Certificate of Excellence 2020,Spanish,
El Viejo Roble,€€-€€€,Y,Y,7.0,4.0,103,4.0,4.0,3.5,0,Cerdanyola del Valles,Certificate of Excellence 2018,Spanish,
Wagaya Restaurante,€€-€€€,Y,Y,6.0,4.0,359,4.5,4.5,,7,Granollers,Certificate of Excellence 2020,Japanese,"Dinner, Lunch"
El Italiano Ristorante & Pizzeria,€€-€€€,Y,N,7.0,4.0,166,4.0,4.0,,5,Granollers,,Italian,
Vinyam,€€-€€€,Y,Y,6.0,4.5,327,4.5,5.0,,8,Granollers,Certificate of Excellence 2020,Spanish,
Mint Restaurant,€€-€€€,Y,Y,6.0,4.5,112,4.5,4.5,,3,Granollers,,Spanish,
La Gamba,€€-€€€,Y,Y,7.0,4.0,381,4.0,4.5,4.0,5,Granollers,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Cuynes,€€-€€€,N,Y,6.0,4.0,228,4.0,4.0,4.0,1,Granollers,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
La Taverna d'en Grivé,€€€€,Y,N,6.0,4.5,202,4.5,4.0,4.0,3,Granollers,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurante DO,€€-€€€,Y,Y,6.0,4.5,308,4.5,4.0,4.5,3,Granollers,Certificate of Excellence 2020,Spanish,
La Tagliatella Granollers,€€-€€€,N,N,7.0,3.5,186,4.5,4.0,3.5,4,Granollers,,Italian,"Dinner, Lunch"
La Magrana,€€-€€€,N,Y,7.0,4.0,107,4.0,4.0,4.0,1,Granollers,Certificate of Excellence 2015,,"Dinner, Lunch"
Torre de Les Aigues,€€-€€€,Y,Y,6.0,4.0,306,4.0,4.0,4.0,6,Granollers,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
El Trull,€,N,N,,2.5,107,3.0,2.5,3.5,0,Granollers,,Spanish,
El Celler de Jabugo,€€-€€€,Y,Y,6.0,4.0,221,4.0,4.0,4.0,4,Granollers,Certificate of Excellence 2018,Spanish,
Viena,€,N,N,7.0,3.5,150,4.0,3.5,3.5,3,Granollers,,,
La Mezza Luna,€€-€€€,Y,N,6.0,4.0,105,4.5,4.5,3.0,6,Granollers,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
El Cisne,€€-€€€,N,N,5.0,3.5,101,4.0,4.0,4.0,0,Granollers,,Spanish,"Dinner, Lunch"
Vinum&Vitis Gastrobar,€€-€€€,N,N,6.0,4.0,137,4.0,3.5,3.5,9,Granollers,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
Pitapes,€€-€€€,Y,Y,7.0,4.0,396,4.0,4.0,3.5,8,Granollers,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Mifune Neko Menjar Japones,€€-€€€,Y,Y,6.0,4.5,315,4.5,4.5,4.0,9,Granollers,Certificate of Excellence 2020,Japanese,
Restaurant Tabata,€€-€€€,N,N,,4.0,105,4.0,4.0,4.0,1,Granollers,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Can Pipa,€€-€€€,N,Y,7.0,4.0,155,4.5,4.5,3.5,0,Granollers,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Cuit,€€-€€€,N,N,6.0,4.0,112,4.0,4.0,,1,Granollers,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
L'Anima De Granollers,€€-€€€,N,Y,5.0,4.5,316,4.5,4.5,,10,Granollers,Certificate of Excellence 2020,Spanish,
Restaurant El Trabuc,€€€€,Y,Y,7.0,4.0,490,4.0,4.0,4.0,18,Granollers,,Spanish,
Fonda Europa,€€-€€€,Y,Y,7.0,4.0,999,4.0,4.0,4.0,25,Granollers,Certificate of Excellence 2013,Spanish,
Naguabo,€€-€€€,N,Y,7.0,3.5,298,3.5,3.5,3.5,1,Granollers,,,
Posta 36,€€-€€€,N,N,6.0,4.0,239,4.5,4.0,4.5,5,Granollers,Certificate of Excellence 2019,Argentinian,"Dinner, Lunch"
redbar,€,N,Y,7.0,3.0,120,3.0,3.0,,1,Vilanova i la Geltru,,,"Breakfast, Dinner, Lunch"
"La Petite Mort, Vermuteria - Neotaberna",€€-€€€,Y,Y,7.0,5.0,149,4.5,5.0,,3,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Gula Gula Pizzeria,€€-€€€,Y,Y,4.0,4.5,167,4.0,4.5,,17,Vilanova i la Geltru,Certificate of Excellence 2020,Italian,
El Racó,€€-€€€,Y,Y,7.0,4.0,169,4.0,4.0,,9,Vilanova i la Geltru,Certificate of Excellence 2020,Italian,
Restaurant 1918,€€€€,N,N,,3.5,182,3.5,3.5,,5,Vilanova i la Geltru,,Spanish,
A Mossegades,€€-€€€,Y,Y,5.0,4.5,201,4.5,4.5,,6,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,
El Canceller,€€-€€€,N,Y,2.0,4.5,250,4.5,4.5,,5,Vilanova i la Geltru,Certificate of Excellence 2020,,Lunch
El Rossegall,€€-€€€,N,N,6.0,3.5,284,3.5,3.5,4.0,2,Vilanova i la Geltru,Certificate of Excellence 2013,Spanish,"Dinner, Lunch"
Restaurant L'Oganpetit,€€-€€€,Y,Y,6.0,4.0,738,4.0,4.0,4.5,59,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurant Quorum,€€-€€€,N,N,6.0,4.0,175,4.0,4.0,4.0,4,Vilanova i la Geltru,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
La Llotja Marisqueria,€€-€€€,N,Y,7.0,4.0,442,4.0,4.0,4.0,17,Vilanova i la Geltru,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Infinit Restaurant,€€-€€€,Y,Y,5.0,4.5,309,4.5,4.5,4.5,33,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Geladeria Tutti Frutti,€€-€€€,N,N,7.0,4.5,162,4.5,4.0,3.5,9,Vilanova i la Geltru,Certificate of Excellence 2019,,
Marejol,€€€€,N,N,7.0,4.0,218,4.5,4.5,4.0,11,Vilanova i la Geltru,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Restaurant Mas Roquer,€€-€€€,N,N,,3.5,202,3.0,3.5,4.5,8,Vilanova i la Geltru,,Spanish,"Dinner, Lunch"
Restaurant Genil,€€-€€€,N,Y,6.0,4.0,375,4.0,4.0,4.0,18,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,
La Sal,€€-€€€,N,Y,,3.5,396,4.0,3.5,4.0,10,Vilanova i la Geltru,,Spanish,"Dinner, Lunch"
Espai de la Carme,€€-€€€,Y,Y,6.0,4.0,437,4.5,4.0,4.0,12,Vilanova i la Geltru,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Pizzeria La Bella Italia,€€-€€€,Y,N,6.0,4.0,154,4.0,3.5,4.0,11,Vilanova i la Geltru,Certificate of Excellence 2016,Italian,
La Fitorra,€€-€€€,N,N,6.0,3.5,109,3.5,3.5,4.0,1,Vilanova i la Geltru,Certificate of Excellence 2016,Spanish,"Breakfast, Dinner, Lunch"
La Treva,€€-€€€,N,Y,6.0,4.0,240,4.0,4.0,4.5,9,Vilanova i la Geltru,Certificate of Excellence 2017,Spanish,
Restaurante Ceferino,€€-€€€,Y,Y,6.0,4.0,246,4.0,4.0,4.5,12,Vilanova i la Geltru,Certificate of Excellence 2019,Spanish,
"Pika-Tapa, S.L.",€€-€€€,N,N,6.0,4.0,272,4.0,4.0,4.0,18,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Blau de Vilanova,€€-€€€,Y,Y,7.0,4.0,427,4.0,4.0,4.0,18,Vilanova i la Geltru,Certificate of Excellence 2017,Spanish,
Celler de Cal Puput,€€-€€€,N,N,6.0,4.5,343,4.5,4.0,4.5,26,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Genito,€€-€€€,N,Y,6.0,4.0,199,4.5,4.5,4.0,8,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,
Gas 26,€€-€€€,Y,Y,5.0,4.5,164,4.5,4.5,4.0,13,Vilanova i la Geltru,Certificate of Excellence 2020,,"Dinner, Lunch"
Vilanova i la Geltrú,€€-€€€,N,N,7.0,3.5,106,4.0,4.0,3.5,8,Vilanova i la Geltru,,Italian,"Dinner, Lunch"
Restaurant El Nus,€€-€€€,N,N,6.0,4.0,165,4.0,4.0,3.5,2,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Cafe del Mar,€€-€€€,N,N,7.0,3.5,186,4.0,3.5,3.0,4,Vilanova i la Geltru,,Spanish,"Breakfast, Dinner, Lunch"
La Burguette,€€-€€€,N,Y,7.0,4.0,391,4.5,4.0,4.0,21,Vilanova i la Geltru,Certificate of Excellence 2020,American,"Dinner, Lunch"
Restaurant Japones Yamato,€,N,N,,3.5,110,3.5,3.0,,2,Vilanova i la Geltru,,Japanese,
Restaurant La Farmacia,€€-€€€,N,N,6.0,3.5,114,3.5,3.5,4.0,3,Vilanova i la Geltru,,Spanish,"Dinner, Lunch"
La Pepa Jaleo,€€-€€€,Y,Y,6.0,4.0,447,4.0,4.0,4.0,12,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
La Platja,€€-€€€,N,N,,2.5,174,2.5,3.0,3.5,7,Vilanova i la Geltru,,Spanish,
Restaurant La Patum,€€-€€€,Y,Y,7.0,4.0,185,4.0,4.5,4.5,8,Vilanova i la Geltru,Certificate of Excellence 2018,Spanish,
La Daurada,€€-€€€,N,Y,7.0,3.5,483,3.5,3.5,,6,Vilanova i la Geltru,,Spanish,
Restaurante Peixos Victòria,€€-€€€,N,N,6.0,2.5,273,3.0,2.5,4.0,2,Vilanova i la Geltru,,Spanish,
Sushi Chef Vilanova I la Geltru,€€-€€€,N,N,7.0,3.5,116,4.0,4.0,,2,Vilanova i la Geltru,,Japanese,
Cal Purgat,€€-€€€,N,Y,6.0,5.0,831,5.0,5.0,5.0,93,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
La Popería,€€-€€€,N,N,6.0,4.0,107,4.5,4.5,,6,Vilanova i la Geltru,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
l'Arengada,€€-€€€,N,Y,6.0,4.5,151,4.0,4.5,4.5,11,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,
El Giraldillo,€€-€€€,N,N,6.0,4.0,766,4.0,4.0,3.5,25,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,
Nuraghe,€€-€€€,Y,N,6.0,4.5,216,4.5,4.5,4.0,15,Vilanova i la Geltru,Certificate of Excellence 2020,Italian,
El Dinou,€€-€€€,N,Y,6.0,4.5,163,4.5,4.0,,9,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,
El Nautic by Cal Blay,€€-€€€,N,N,7.0,3.5,168,3.5,3.0,,2,Vilanova i la Geltru,,,"Dinner, Lunch"
L'ARTIGA,€€-€€€,Y,Y,6.0,4.5,145,4.5,4.5,,2,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,
Ali Baba Cuina Libanesa,€,Y,Y,7.0,4.5,129,4.5,4.5,,3,Vilanova i la Geltru,Certificate of Excellence 2019,Lebanese,"Dinner, Lunch"
Restaurant La Cucanya,€€€€,Y,Y,7.0,4.0,505,4.0,4.0,4.5,21,Vilanova i la Geltru,Certificate of Excellence 2016,Spanish,
La Pasifae,€€-€€€,N,Y,7.0,4.5,133,4.5,4.5,,6,Vilanova i la Geltru,Certificate of Excellence 2020,Spanish,
Xiringuito Miramar,€€-€€€,N,N,7.0,3.5,290,4.0,4.0,4.0,5,Vilanova i la Geltru,,Spanish,
El Pescador,€€-€€€,N,N,,3.0,143,3.5,3.5,3.5,3,Vilanova i la Geltru,,Spanish,"Dinner, Lunch"
Taps I Tapes,€€-€€€,Y,N,7.0,3.5,314,3.5,3.0,3.5,7,Martorell,,Spanish,
Aqqua Restaurant,€€-€€€,Y,Y,6.0,4.0,247,4.0,4.0,3.5,0,Martorell,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Les Vinyes Restaurant,€€-€€€,Y,Y,6.0,4.5,344,4.5,4.5,4.5,2,Martorell,Certificate of Excellence 2020,Spanish,
La Taperia,€€-€€€,N,N,7.0,3.5,128,4.0,3.5,4.0,3,Martorell,,Spanish,
Pizzería L Antica Romagna,€€-€€€,N,N,,4.0,155,4.0,3.5,3.5,3,Martorell,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
La Cuina de Juan C,€€-€€€,Y,Y,,4.0,102,4.0,4.0,,54,Martorell,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Can Sunyolet,€€-€€€,Y,Y,6.0,4.0,256,4.0,3.5,3.5,4,Martorell,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Sapporo,€€-€€€,Y,N,7.0,3.5,186,3.5,3.5,3.5,4,Sant Just Desvern,,Japanese,
La Dolce e Vito,€€-€€€,Y,Y,2.0,5.0,139,4.5,5.0,,2,Sant Just Desvern,Certificate of Excellence 2020,Italian,
La Torre de Hereu,€€€€,N,N,7.0,3.0,229,3.0,3.5,4.0,1,Sant Just Desvern,,Spanish,Dinner
El Picoteo Can Domingo,€€-€€€,N,N,6.0,4.0,144,4.0,4.0,3.5,6,Sant Just Desvern,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
El Parador De Sant Just,€€-€€€,Y,N,6.0,4.0,204,4.5,4.0,3.5,9,Sant Just Desvern,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurant L'Ateneu,€€-€€€,N,N,,4.0,161,4.0,4.0,,6,Sant Just Desvern,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurant La Bonaigua,€€-€€€,N,N,5.0,4.0,190,4.5,4.5,4.0,2,Sant Just Desvern,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Can Carbonell,€€-€€€,N,N,5.0,3.5,162,3.5,3.5,4.0,9,Sant Just Desvern,,Spanish,"Dinner, Lunch"
El Mirador de Sant Just,€€€€,Y,Y,7.0,3.5,419,4.0,4.0,4.0,0,Sant Just Desvern,Certificate of Excellence 2011,Spanish,
Les Voltes de Talamanca,€€-€€€,Y,Y,5.0,4.5,120,4.5,4.5,,1,Talamanca,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Kauai Gava Mar,€€-€€€,N,N,6.0,3.5,535,3.5,3.5,3.5,12,Gava,,Spanish,"Dinner, Lunch"
Siltonet,€€-€€€,Y,Y,6.0,4.5,120,4.5,4.5,4.0,1,Gava,Certificate of Excellence 2016,Spanish,
coco beach,€€-€€€,N,N,,3.0,115,3.5,3.5,3.5,5,Gava,,Spanish,"Dinner, Lunch"
Restaurant Pizzeria la Pava,€,N,N,,3.5,135,4.0,4.0,4.0,4,Gava,,,"Dinner, Lunch"
Europa Barbacoa Restaurant,€€-€€€,Y,N,7.0,4.0,317,4.0,4.0,4.0,2,Gava,Certificate of Excellence 2017,Spanish,"Breakfast, Dinner, Lunch"
Lancaster Beach Club,€€-€€€,Y,Y,7.0,4.0,134,4.0,3.5,4.0,3,Gava,Certificate of Excellence 2018,Spanish,
Sunset Burger,€,Y,N,7.0,4.0,305,4.5,4.0,4.5,1,Gava,Certificate of Excellence 2019,American,"Dinner, Lunch"
Mar de Pins,€€-€€€,N,N,7.0,3.5,233,3.5,3.5,3.5,2,Gava,,Spanish,
Tasta'mm Gourmet Burger & Gin,€€-€€€,Y,Y,6.0,4.0,542,4.5,4.0,4.5,5,Gava,Certificate of Excellence 2018,American,
VICTOR'S,€€-€€€,N,N,,3.5,159,3.5,3.5,3.5,5,Gava,,Spanish,"Dinner, Lunch"
Yamasato II,€€-€€€,N,N,6.0,4.0,135,4.0,3.5,3.0,1,Gava,Certificate of Excellence 2019,Japanese,"Dinner, Lunch"
Restaurante Ermita de Brugues,€€-€€€,N,Y,5.0,4.0,327,4.0,4.0,3.5,7,Gava,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Sabors,€€-€€€,Y,Y,6.0,4.5,247,4.5,4.0,4.5,0,Gava,Certificate of Excellence 2020,Spanish,
Restaurante Quesada Gavà Mar,€€-€€€,Y,Y,7.0,3.5,124,3.5,3.5,,5,Gava,,Spanish,"Dinner, Lunch"
Jellyfish Beach Club,€€-€€€,N,N,7.0,3.0,108,2.5,2.5,,1,Gava,,Spanish,Lunch
Torreon,€€-€€€,Y,Y,7.0,3.5,1168,4.0,3.5,4.5,88,Gava,Certificate of Excellence 2013,Spanish,"Dinner, Lunch"
La Pineda,€€-€€€,N,Y,,3.5,153,3.5,3.5,4.0,0,Gava,,Spanish,"Dinner, Lunch"
Les Marines,€€€€,Y,Y,7.0,4.0,342,4.0,4.0,4.0,6,Gava,,Spanish,
Major Trenta-Sis,€€€€,Y,Y,5.0,4.5,232,4.5,4.5,4.5,7,Gava,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Masia Solior,€€-€€€,N,N,6.0,3.0,190,3.5,3.5,4.5,0,Gava,,Spanish,
Can Poal,€€-€€€,Y,Y,6.0,4.5,316,4.5,4.5,4.5,18,Vallromanes,,Spanish,"Dinner, Lunch"
Restaurante Saulo,€€-€€€,N,N,7.0,3.5,103,4.0,4.0,4.0,1,Vallromanes,Certificate of Excellence 2014,,"Dinner, Lunch"
Restaurant 1497,€€-€€€,Y,Y,7.0,4.5,168,4.5,4.5,,12,Vallromanes,Certificate of Excellence 2020,Spanish,
Mont-Bell Restaurant,€€-€€€,Y,Y,7.0,4.0,278,4.5,4.5,4.0,4,Vallromanes,Certificate of Excellence 2019,Spanish,
Sant Miquel,€€€€,Y,Y,6.0,4.5,293,5.0,5.0,4.5,10,Vallromanes,,Spanish,
El Tinell,€€-€€€,N,N,6.0,3.5,122,3.5,3.0,3.5,3,Sant Miquel de Balenya,,Spanish,"Dinner, Lunch"
Restaurante Bayona,€€-€€€,N,N,7.0,3.0,132,3.5,3.5,,3,Montmaneu,,Spanish,"Dinner, Lunch"
Restaurant Can Net,€€-€€€,Y,Y,,4.0,136,4.0,4.0,,3,Mosqueroles,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Restaurante Santa Barbara,€,N,N,6.0,3.5,189,3.5,4.0,3.5,1,Cercs,,Spanish,"Breakfast, Dinner, Lunch"
El Cruce Restaurant,€€-€€€,Y,Y,6.0,4.5,179,4.5,4.5,4.5,4,Sant Celoni,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Pizzeria Angolo,€€-€€€,N,N,7.0,4.0,104,4.0,3.5,4.0,1,Sant Celoni,Certificate of Excellence 2015,Italian,"Dinner, Lunch"
Pizzeria Ventidue,€€-€€€,N,N,7.0,4.0,105,4.0,4.0,3.5,3,Sant Celoni,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
El Racó D'en Marc,€€-€€€,Y,Y,6.0,4.0,274,4.5,4.5,,16,Sant Celoni,Certificate of Excellence 2018,,
Braseria La Llar,€€-€€€,N,N,6.0,4.0,122,4.0,4.0,3.5,2,Sant Celoni,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
La Masia,€€-€€€,Y,Y,7.0,3.5,207,4.0,3.5,4.0,1,Sant Celoni,Certificate of Excellence 2017,Spanish,
La Parra,€€-€€€,N,N,6.0,4.0,111,4.0,4.5,4.0,0,Sant Celoni,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Taranna,€€-€€€,Y,Y,7.0,4.0,194,4.0,4.0,4.5,1,Cardedeu,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Tarambana,€€-€€€,Y,Y,6.0,4.0,255,4.0,3.5,4.0,3,Cardedeu,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
Pizzeria Torre Rossa,€€-€€€,Y,N,6.0,4.0,301,4.5,3.5,4.0,3,Cardedeu,Certificate of Excellence 2016,Italian,"Dinner, Lunch"
Càsum l'Olla Restaurant Arrosseria,€,N,Y,5.0,4.5,356,4.5,4.5,,2,Cardedeu,Certificate of Excellence 2020,,
Il Capriccio Italiano,€€-€€€,N,N,6.0,4.5,184,4.5,4.0,,99,Cardedeu,Certificate of Excellence 2019,Italian,
El Raco De Can Valenti,€€-€€€,N,N,7.0,4.5,162,4.5,4.5,3.5,1,Santa Coloma de Cervello,Certificate of Excellence 2018,Spanish,
Cal Pere del Maset,€€€€,N,Y,6.0,4.5,136,4.5,4.5,4.5,12,Sant Pau d'Ordal,,Spanish,
Cal Xim,€€-€€€,Y,Y,7.0,4.5,294,4.5,4.5,4.0,39,Sant Pau d'Ordal,,Spanish,
Els Teus Sentits,€,Y,Y,5.0,4.5,108,4.5,4.5,,1,Molins de Rei,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
Can Pizza,€€-€€€,Y,N,7.0,4.0,128,4.0,4.0,,3,Molins de Rei,,Italian,"Dinner, Lunch"
Traska Truska,€€-€€€,N,N,7.0,4.0,598,4.5,3.0,4.0,33,Molins de Rei,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
L'àpat,€€-€€€,N,Y,6.0,4.0,126,4.5,4.0,3.5,3,Molins de Rei,,Spanish,"Dinner, Lunch"
Restaurant Nimbin,€€-€€€,Y,N,7.0,4.0,158,4.5,4.0,4.5,1,Molins de Rei,Certificate of Excellence 2019,,"Dinner, Lunch"
Masia Can Rabella,€€-€€€,N,N,4.0,3.0,120,3.5,3.0,4.0,0,Molins de Rei,,Spanish,"Dinner, Lunch"
La Masia Can Portell,€€-€€€,N,N,7.0,3.0,522,3.5,3.5,3.5,5,Molins de Rei,,Spanish,Lunch
Hotel Calasanz Restaurant,€€-€€€,Y,Y,7.0,4.0,135,4.0,3.5,3.0,6,Molins de Rei,,Spanish,"Dinner, Lunch"
Entreplats,€€-€€€,Y,Y,6.0,4.5,361,4.5,4.5,4.5,10,Molins de Rei,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Beretxu,€,N,N,6.0,4.0,103,4.5,4.0,,1,Molins de Rei,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Can Campmany S.l,€€-€€€,N,N,3.0,4.0,136,4.0,4.0,4.5,3,Molins de Rei,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
Restaurant Can Castellví,€€-€€€,N,N,5.0,3.0,194,3.5,3.0,3.5,0,Molins de Rei,,,"Breakfast, Dinner, Lunch"
Can Tintorer,€€-€€€,N,N,5.0,3.5,110,3.5,3.0,3.5,1,Molins de Rei,,Spanish,"Dinner, Lunch"
el Caliu,€€-€€€,N,Y,6.0,4.5,221,4.5,4.5,4.0,13,Esplugues de Llobregat,Certificate of Excellence 2020,Spanish,
Pizzamarket,€,N,N,7.0,4.0,127,4.0,4.0,3.5,2,Esplugues de Llobregat,Certificate of Excellence 2018,,
Ninus,€€-€€€,Y,N,6.0,4.5,177,4.5,4.0,4.5,9,Esplugues de Llobregat,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Can Palou,€€-€€€,N,N,7.0,3.5,146,4.0,4.0,4.0,0,Esplugues de Llobregat,Certificate of Excellence 2015,Spanish,"Breakfast, Dinner, Lunch"
Restaurante La Pubilla,€€-€€€,N,Y,6.0,4.5,101,4.5,4.5,4.5,1,Esplugues de Llobregat,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
LA FÀBRICA,€€-€€€,Y,Y,6.0,4.0,280,4.0,3.5,4.0,9,Esplugues de Llobregat,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
L'avenç,€€-€€€,N,Y,7.0,3.0,139,3.5,3.0,,2,Esplugues de Llobregat,,Spanish,"Breakfast, Dinner, Lunch"
El Tast d'Esplugues espai gastronòmic,€€-€€€,N,Y,6.0,3.5,108,4.0,3.5,,1,Esplugues de Llobregat,Certificate of Excellence 2018,,
Casa Vostra Cubelles,€€-€€€,N,N,7.0,5.0,144,5.0,5.0,,133,Cubelles,,Spanish,Lunch
Sami's Restaurant Pizzeria,€€-€€€,N,N,7.0,4.0,154,4.0,3.5,4.0,1,Cubelles,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
La Salseta,€€-€€€,Y,Y,6.0,4.5,273,4.5,4.5,4.0,5,Cubelles,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Raco D'en Pinilla,€€-€€€,N,Y,6.0,4.5,218,4.5,4.5,3.5,2,Cubelles,Certificate of Excellence 2020,,Lunch
Restaurant Fermins,€€-€€€,Y,Y,6.0,4.5,315,4.5,4.5,,9,Cubelles,Certificate of Excellence 2020,Spanish,
El Peixet,€€-€€€,Y,Y,7.0,4.0,520,4.5,4.0,4.5,7,Cubelles,Certificate of Excellence 2016,Spanish,
La Crepe Bretonne,€,N,N,3.0,4.5,131,4.5,4.5,,4,Cubelles,Certificate of Excellence 2019,French,
La Font,€€-€€€,N,N,,3.5,157,3.5,3.5,3.5,1,Cubelles,,Spanish,"Breakfast, Dinner, Lunch"
Meson Restaurante,€€-€€€,Y,Y,2.0,4.5,179,4.5,4.0,,128,Viladecans,Certificate of Excellence 2020,Spanish,
La Carbonería,€€-€€€,N,N,6.0,4.0,143,4.5,4.5,,61,Viladecans,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
GreenVita Healthy Kitchen,€€-€€€,Y,Y,7.0,4.5,136,4.5,4.5,,6,Viladecans,Certificate of Excellence 2020,Spanish,
Kai,€€-€€€,Y,N,6.0,4.0,282,4.0,3.5,4.0,1,Viladecans,Certificate of Excellence 2020,Japanese,"Dinner, Lunch"
"La Tagliatella CC Vilamarina, Viladecans",€€-€€€,Y,Y,7.0,3.5,183,4.0,4.0,4.0,7,Viladecans,,Italian,
alegria bar i restaurant,€€-€€€,N,Y,6.0,4.5,241,4.5,4.5,4.5,6,Viladecans,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Taberna Foxos,€€-€€€,N,N,7.0,4.0,181,4.0,4.0,,5,Viladecans,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurante Las 4 Estaciones,€€-€€€,Y,Y,5.0,4.5,220,4.5,4.0,,7,Viladecans,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Il Fogon della Toscana,€€-€€€,Y,Y,6.0,4.0,171,4.0,4.5,4.5,3,Viladecans,Certificate of Excellence 2019,Italian,
La Masia D'en Tito,€€-€€€,N,N,6.0,4.0,136,3.5,3.5,4.0,3,Viladecans,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
Gelateria De Pas,€€-€€€,N,Y,7.0,5.0,150,5.0,4.5,,3,Viladecans,Certificate of Excellence 2020,,
Cal Mingo,€€-€€€,Y,Y,7.0,4.0,221,4.0,4.0,4.0,5,Viladecans,Certificate of Excellence 2020,Spanish,
La Pipa,€€-€€€,N,Y,7.0,4.0,117,4.0,4.0,4.5,3,Viladecans,Certificate of Excellence 2018,Spanish,"Breakfast, Dinner, Lunch"
