restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g858491-d12795475,Can Pizza,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"Carrer Rafael de Casanova, 46INT Pati del Palau, 08750 Molins de Rei Spain",41.412224,2.016915,Unclaimed,,#9 of 54 Restaurants in Molins de Rei,#9 of 64 places to eat in Molins de Rei,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,,"Lunch, Dinner","Pizza, Italian, European, Mediterranean","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""20:00-00:00""], ""Tue"": [""20:00-00:00""], ""Wed"": [""20:00-00:00""], ""Thu"": [""20:00-00:00""], ""Fri"": [""13:30-16:00"", ""20:00-00:00""], ""Sat"": [""13:30-16:00"", ""20:00-00:00""], ""Sun"": [""13:30-16:00"", ""20:00-00:00""]}",7,35.5,10,4,128,English,5,3,2,0,0,0,4,4,4,,
g858491-d3161983,Traska Truska,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"Passeig del Terraplè, 82, 08750 Molins de Rei Spain",41.41657,2.012069,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015, Certificate of Excellence 2014",#2 of 54 Restaurants in Molins de Rei,#2 of 64 places to eat in Molins de Rei,"Mid-range, Mediterranean, Spanish, Basque",€€-€€€,,"Lunch, Dinner, After-hours","Mediterranean, Spanish",,"Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards",N,N,N,"{""Mon"": [""13:00-16:00"", ""20:00-23:30""], ""Tue"": [""13:00-16:00"", ""20:00-23:30""], ""Wed"": [""13:00-16:00"", ""20:00-23:30""], ""Thu"": [""13:00-16:00"", ""20:00-23:30""], ""Fri"": [""13:00-16:00"", ""20:00-23:30""], ""Sat"": [""13:00-16:00"", ""20:00-23:30""], ""Sun"": [""13:00-16:00"", ""20:00-23:30""]}",7,45.5,14,4,598,English,36,33,3,0,0,0,4.5,3,3.5,4,
g858491-d3191798,L'àpat,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"Carrer del Carril, 38, 08750 Molins de Rei Spain",41.410557,2.019408,Unclaimed,"Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Simple restaurant",#5 of 54 Restaurants in Molins de Rei,#5 of 64 places to eat in Molins de Rei,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Spanish, Mediterranean, European","Gluten Free Options, Vegetarian Friendly",,Y,N,Y,"{""Mon"": [""13:00-15:30""], ""Tue"": [""13:00-15:30""], ""Wed"": [""13:00-15:30""], ""Thu"": [""13:00-15:30"", ""21:00-22:30""], ""Fri"": [""13:00-15:30"", ""21:00-22:30""], ""Sat"": [""13:00-15:30"", ""21:00-22:30""], ""Sun"": []}",6,19.5,9,4,126,English,5,3,2,0,0,0,4.5,4,3.5,3.5,
g858491-d3502307,Restaurant Nimbin,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"C/Rafael Casanovas 50, Bajos Izqda., 08750 Molins de Rei Spain",41.412285,2.016478,Claimed,Certificate of Excellence 2019,#7 of 54 Restaurants in Molins de Rei,#7 of 64 places to eat in Molins de Rei,"Mid-range, Mediterranean, Vegetarian Friendly, Vegan Options",€€-€€€,,"Lunch, Dinner",Mediterranean,"Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""12:30-16:00"", ""20:00-23:30""], ""Tue"": [""12:30-16:00"", ""20:00-23:30""], ""Wed"": [""12:30-16:00"", ""20:00-23:30""], ""Thu"": [""12:30-16:00"", ""20:00-23:30""], ""Fri"": [""12:30-16:00"", ""20:00-23:30""], ""Sat"": [""12:30-16:00"", ""20:00-23:30""], ""Sun"": [""12:30-16:00""]}",7,45.5,13,4,158,English,3,1,2,0,0,0,4.5,4,3.5,4.5,
g858491-d3544237,Masia Can Rabella,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"C/Riera de Vallvidrera s/n, 08750 Molins de Rei Spain",41.426407,2.020027,Claimed,,#53 of 54 Restaurants in Molins de Rei,#55 of 64 places to eat in Molins de Rei,"Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,,"Lunch, Dinner","Barbecue, Spanish, Mediterranean",,"Reservations, Seating, Validated Parking, Serves Alcohol, Full Bar, Table Service, Highchairs Available",N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00""], ""Sat"": [""09:00-18:00""], ""Sun"": [""09:00-18:00""]}",4,24,4,3,120,English,2,0,1,0,1,0,3.5,3,3.5,4,
g858491-d4012238,La Masia Can Portell,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"Ctra de Molins de Rei a Vallvidrera, Km 6, 08750 Molins de Rei Spain",41.41859,2.053992,Claimed,,#27 of 54 Restaurants in Molins de Rei,#28 of 64 places to eat in Molins de Rei,"Mid-range, Mediterranean, Spanish, Catalan",€€-€€€,,Lunch,"Mediterranean, Spanish, Catalan",,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Visa, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [""09:00-18:00""], ""Tue"": [""09:00-18:00""], ""Wed"": [""09:00-18:00""], ""Thu"": [""09:00-18:00""], ""Fri"": [""09:00-18:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-18:00""]}",7,68,7,3,522,English,16,5,6,3,2,0,3.5,3.5,3,3.5,
g858491-d5413225,Hotel Calasanz Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"Avda Barcelona 36-38, 08750 Molins de Rei Spain",41.409092,2.020266,Unclaimed,,#8 of 54 Restaurants in Molins de Rei,#8 of 64 places to eat in Molins de Rei,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, European, Spanish","Vegetarian Friendly, Gluten Free Options, Vegan Options",,Y,Y,Y,"{""Mon"": [""13:00-16:00"", ""21:00-23:00""], ""Tue"": [""13:00-16:00"", ""21:00-23:00""], ""Wed"": [""13:00-16:00"", ""21:00-23:00""], ""Thu"": [""13:00-16:00"", ""21:00-23:00""], ""Fri"": [""13:00-16:00"", ""21:00-23:00""], ""Sat"": [""13:00-16:00"", ""21:00-00:00""], ""Sun"": [""13:00-16:00"", ""21:00-00:00""]}",7,37,14,4,135,English,9,6,2,0,0,1,4,3.5,3.5,3,
g858491-d6674558,Entreplats,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"Placa del Mercat 10, 08750 Molins de Rei Spain",41.411983,2.017765,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 54 Restaurants in Molins de Rei,#1 of 64 places to eat in Molins de Rei,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-15:30""], ""Wed"": [""13:00-15:30""], ""Thu"": [""13:00-15:30""], ""Fri"": [""13:00-15:30""], ""Sat"": [""13:30-15:30""], ""Sun"": [""13:30-15:30""]}",6,14,6,4.5,361,English,10,10,0,0,0,0,4.5,4.5,4,4.5,
g858491-d7687947,Beretxu,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"C/ Moli, 1, 08750 Molins de Rei Spain",41.412792,2.015378,Unclaimed,"Certificate of Excellence 2018, Certificate of Excellence 2017",#13 of 54 Restaurants in Molins de Rei,#13 of 64 places to eat in Molins de Rei,"Cheap Eats, Mediterranean, Spanish, Vegetarian Friendly",€,,"Lunch, Dinner","Mediterranean, Spanish",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""07:00-23:30""], ""Wed"": [""07:00-23:30""], ""Thu"": [""07:00-01:30""], ""Fri"": [""07:00-03:00""], ""Sat"": [""11:30-03:00""], ""Sun"": [""11:30-20:30""]}",6,96,6,4,103,English,2,1,1,0,0,0,4.5,4,4,,
g858491-d996602,Can Campmany S.l,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"Ctra. Vallvidrera Km. 3,4, 08750 Molins de Rei Spain",41.426968,2.049941,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#12 of 54 Restaurants in Molins de Rei,#12 of 64 places to eat in Molins de Rei,"Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, Barbecue, Spanish, Grill",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [""13:00-23:30""], ""Sat"": [""13:00-23:30""], ""Sun"": [""13:00-16:30""]}",3,24.5,3,4,136,English,3,3,0,0,0,0,4,4,3.5,4.5,
g858491-d996603,Restaurant Can Castellví,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"Pont, 2 Can Castellví s/n La Rierada, 08750 Molins de Rei Spain",41.43608,2.044421,Claimed,,#1 of 1 Coffee & Tea in Molins de Rei,#54 of 64 places to eat in Molins de Rei,"Mid-range, Mediterranean",€€-€€€,€15-€30,"Lunch, Brunch, Breakfast, Dinner",Mediterranean,,,N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""09:00-20:00""], ""Thu"": [""09:00-20:00""], ""Fri"": [""09:00-20:00""], ""Sat"": [""09:00-20:00""], ""Sun"": [""09:00-20:00""]}",5,55,5,3,194,English,1,0,1,0,0,0,3.5,3,2.5,3.5,
g858491-d996604,Can Tintorer,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Molins de Rei""]",Spain,Catalonia,Province of Barcelona,,"Can Tintorer, S/N, 08750 Molins de Rei Spain",41.420853,2.042303,Claimed,,#17 of 54 Restaurants in Molins de Rei,#17 of 64 places to eat in Molins de Rei,"Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, Spanish, Barbecue",,"Reservations, Seating, Validated Parking, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""09:00-23:00""], ""Thu"": [""09:00-23:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",5,70,5,3.5,110,English,1,1,0,0,0,0,3.5,3,3,3.5,
g911479-d1074842,el Caliu,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Esplugues de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Santa Rosa 21 Calle Santa Rosa, 21, 08950 Esplugues de Llobregat Spain",41.384968,2.101382,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 64 Restaurants in Esplugues de Llobregat,#1 of 79 places to eat in Esplugues de Llobregat,"Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,€22-€30,,"Mediterranean, Barbecue, Spanish","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [], ""Tue"": [""13:00-16:00"", ""21:00-23:00""], ""Wed"": [""13:00-16:00"", ""21:00-23:00""], ""Thu"": [""13:00-16:00"", ""21:00-23:00""], ""Fri"": [""13:00-16:00"", ""21:00-23:00""], ""Sat"": [""13:00-16:00"", ""21:00-23:00""], ""Sun"": [""13:00-16:00""]}",6,28,11,4.5,221,English,26,13,8,2,1,2,4.5,4.5,4,4,
g911479-d2151589,Pizzamarket,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Esplugues de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Calle Laurea Miro, 202, 08950 Esplugues de Llobregat Spain",41.37757,2.08734,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#6 of 64 Restaurants in Esplugues de Llobregat,#6 of 79 places to eat in Esplugues de Llobregat,"Cheap Eats, Pizza, Fast food, Street Food",€,€3-€14,,"Pizza, Fast food, Street Food",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-16:00"", ""18:00-23:00""], ""Tue"": [""12:00-16:00"", ""18:00-23:00""], ""Wed"": [""12:00-16:00"", ""18:00-23:00""], ""Thu"": [""12:00-16:00"", ""18:00-23:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""12:00-23:00""]}",7,72,11,4,127,English,7,2,3,1,0,1,4,4,3.5,3.5,
g911479-d2326055,Ninus,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Esplugues de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Calle Severo Ochoa, 12, 08950 Esplugues de Llobregat Spain",41.373817,2.088958,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#2 of 64 Restaurants in Esplugues de Llobregat,#2 of 79 places to eat in Esplugues de Llobregat,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Breakfast, Lunch, Dinner, After-hours","Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""08:30-19:30""], ""Tue"": [""08:30-17:00""], ""Wed"": [""07:30-19:30""], ""Thu"": [""07:30-19:30""], ""Fri"": [""07:30-02:00""], ""Sat"": [""12:30-17:30"", ""20:30-02:00""], ""Sun"": []}",6,72.5,7,4.5,177,English,10,9,0,1,0,0,4.5,4,4.5,4.5,
g911479-d2490476,Can Palou,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Esplugues de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"C/ Montesa, 15, 08950 Esplugues de Llobregat Spain",41.36895,2.082194,Claimed,Certificate of Excellence 2015,#11 of 64 Restaurants in Esplugues de Llobregat,#11 of 79 places to eat in Esplugues de Llobregat,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,,"Breakfast, Lunch, Dinner","Spanish, Mediterranean",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""07:00-17:00""], ""Tue"": [""09:00-17:00"", ""19:30-23:30""], ""Wed"": [""09:00-17:00"", ""19:30-23:30""], ""Thu"": [""09:00-17:00"", ""19:30-23:30""], ""Fri"": [""09:00-17:00"", ""19:30-23:30""], ""Sat"": [""09:00-17:00"", ""19:30-00:00""], ""Sun"": [""10:00-17:00""]}",7,77.5,12,3.5,146,English,1,0,0,1,0,0,4,4,4,4,
g911479-d3432141,Restaurante La Pubilla,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Esplugues de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Calle Pubilla Casas, 26, 08950 Esplugues de Llobregat Spain",41.37203,2.09855,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016",#3 of 64 Restaurants in Esplugues de Llobregat,#3 of 79 places to eat in Esplugues de Llobregat,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,,"Breakfast, Lunch, Dinner","Spanish, Mediterranean","Gluten Free Options, Vegetarian Friendly",,Y,N,Y,"{""Mon"": [], ""Tue"": [""13:00-15:30""], ""Wed"": [""13:00-15:30""], ""Thu"": [""13:00-15:30""], ""Fri"": [""13:00-15:30""], ""Sat"": [""13:00-15:30""], ""Sun"": [""13:00-15:30""]}",6,15,6,4.5,101,English,3,1,2,0,0,0,4.5,4.5,4.5,4.5,
g911479-d7062938,LA FÀBRICA,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Esplugues de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Angel Guimera 137, 08950 Esplugues de Llobregat Spain",41.374813,2.079803,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2016",#4 of 64 Restaurants in Esplugues de Llobregat,#4 of 79 places to eat in Esplugues de Llobregat,"Mid-range, International, Mediterranean, European",€€-€€€,,"Lunch, Dinner","Mediterranean, European, International, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-23:00""], ""Wed"": [""13:00-23:00""], ""Thu"": [""13:00-23:00""], ""Fri"": [""13:00-23:00""], ""Sat"": [""13:00-23:00""], ""Sun"": [""13:00-23:00""]}",6,60,6,4,280,English,11,9,2,0,0,0,4,3.5,4,4,
g911479-d8050604,L'avenç,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Esplugues de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Angel Guimera, 27, 08950 Esplugues de Llobregat Spain",41.377117,2.085787,Claimed,,#60 of 64 Restaurants in Esplugues de Llobregat,#62 of 79 places to eat in Esplugues de Llobregat,"Mid-range, Bar, Mediterranean, Spanish",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch","Mediterranean, Spanish, Bar","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""08:30-16:30""], ""Tue"": [""08:30-16:30""], ""Wed"": [""08:30-16:30""], ""Thu"": [""08:30-16:30""], ""Fri"": [""08:30-16:30""], ""Sat"": [""08:30-16:30""], ""Sun"": [""08:30-16:30""]}",7,56,7,3,139,English,7,2,3,2,0,0,3.5,3,3,,
g911479-d8460054,El Tast d'Esplugues espai gastronòmic,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Esplugues de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Passatge Atmetllers, 10 Plaza Ghandi, 08950 Esplugues de Llobregat Spain",41.37143,2.084753,Claimed,Certificate of Excellence 2018,#10 of 64 Restaurants in Esplugues de Llobregat,#10 of 79 places to eat in Esplugues de Llobregat,"Mid-range, Bar, Mediterranean, Pub",€€-€€€,€10-€30,,"Mediterranean, Bar, Pub, Wine Bar","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [], ""Tue"": [""12:00-00:00""], ""Wed"": [""12:00-00:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-00:00""], ""Sat"": [""12:00-16:30"", ""20:00-00:00""], ""Sun"": [""12:00-15:30""]}",6,60,7,3.5,108,English,3,1,1,1,0,0,4,3.5,3.5,,
g911480-d20128166,Casa Vostra Cubelles,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cubelles""]",Spain,Catalonia,Province of Barcelona,,"Passeig Narcís Bardaji 9-13, 08880 Cubelles Spain",41.207764,1.673204,Claimed,,#1 of 52 Restaurants in Cubelles,#1 of 60 places to eat in Cubelles,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,,Lunch,"Mediterranean, Spanish",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-16:00""], ""Tue"": [""12:00-16:00""], ""Wed"": [""12:00-16:00""], ""Thu"": [""12:00-16:00""], ""Fri"": [""09:00-16:00""], ""Sat"": [""09:00-16:00""], ""Sun"": [""09:00-16:00""]}",7,37,7,5,144,All languages,144,133,9,1,1,0,5,5,5,,
g911480-d2410808,Sami's Restaurant Pizzeria,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cubelles""]",Spain,Catalonia,Province of Barcelona,,"Calle Sumella 44-46, 08880 Cubelles Spain",41.211575,1.678769,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#10 of 52 Restaurants in Cubelles,#10 of 60 places to eat in Cubelles,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€15-€30,"Lunch, Dinner","Italian, Pizza, Mediterranean",,,N,N,N,"{""Mon"": [""13:30-16:00"", ""20:30-23:00""], ""Tue"": [""13:30-16:00"", ""20:30-23:00""], ""Wed"": [""13:30-16:00"", ""20:30-23:00""], ""Thu"": [""13:30-16:00"", ""20:30-23:00""], ""Fri"": [""13:30-16:00"", ""20:30-23:00""], ""Sat"": [""13:30-16:00"", ""20:30-23:00""], ""Sun"": [""13:30-16:00"", ""20:30-23:00""]}",7,35,14,4,154,English,4,1,2,1,0,0,4,3.5,4,4,
g911480-d3835238,La Salseta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cubelles""]",Spain,Catalonia,Province of Barcelona,,"Calle Major, 8, 08880 Cubelles Spain",41.208057,1.672222,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#2 of 52 Restaurants in Cubelles,#2 of 60 places to eat in Cubelles,"Mid-range, Seafood, Mediterranean, European",€€-€€€,,"Lunch, Dinner, After-hours","Seafood, Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:30-15:30""], ""Wed"": [""13:30-15:30"", ""20:30-23:00""], ""Thu"": [""13:30-15:30"", ""20:30-23:00""], ""Fri"": [""13:30-15:30"", ""20:30-23:00""], ""Sat"": [""13:30-15:30"", ""20:30-23:00""], ""Sun"": [""13:30-15:30""]}",6,22,10,4.5,273,English,8,5,3,0,0,0,4.5,4.5,4,4,
g911480-d4090612,El Raco D'en Pinilla,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cubelles""]",Spain,Catalonia,Province of Barcelona,,"Passeig de la Mar Mediterrania, 4-6, 08880 Cubelles Spain",41.198826,1.672726,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#3 of 52 Restaurants in Cubelles,#3 of 60 places to eat in Cubelles,"Mid-range, Vegetarian Friendly, Gluten Free Options",€€-€€€,,"Lunch, After-hours, Drinks",,"Vegetarian Friendly, Gluten Free Options","Takeout, Parking Available, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Free off-street parking, Waterfront, Beach",Y,N,Y,"{""Mon"": [""08:30-17:00""], ""Tue"": [], ""Wed"": [""08:30-17:00""], ""Thu"": [""08:30-17:00""], ""Fri"": [""08:30-17:00""], ""Sat"": [""08:30-17:00""], ""Sun"": [""08:30-17:00""]}",6,51,6,4.5,218,English,3,2,0,1,0,0,4.5,4.5,4.5,3.5,
g911480-d4817451,Restaurant Fermins,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cubelles""]",Spain,Catalonia,Province of Barcelona,,"Passeig de la Marina 36 Les Salines, 08880 Cubelles Spain",41.19679,1.651653,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018",#7 of 52 Restaurants in Cubelles,#7 of 60 places to eat in Cubelles,"Mid-range, European, Spanish, Vegetarian Friendly",€€-€€€,€15-€25,,"Spanish, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""12:00-16:00""], ""Wed"": [""12:00-16:00""], ""Thu"": [""12:00-16:00"", ""20:30-23:00""], ""Fri"": [""12:00-16:00"", ""20:30-23:00""], ""Sat"": [""12:00-16:00"", ""20:30-23:00""], ""Sun"": [""12:00-16:00"", ""20:30-23:00""]}",6,34,10,4.5,315,English,13,9,2,2,0,0,4.5,4.5,4.5,,
g911480-d6481087,El Peixet,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cubelles""]",Spain,Catalonia,Province of Barcelona,,"Paseo Maritimo, 18 Paseo Maitimo, 18, 08880 Cubelles Spain",41.20191,1.681065,Claimed,"Certificate of Excellence 2016, Certificate of Excellence 2015",#5 of 52 Restaurants in Cubelles,#5 of 60 places to eat in Cubelles,"Mid-range, Seafood, Mediterranean, European",€€-€€€,€15-€30,,"Seafood, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:00-22:30""], ""Tue"": [""11:00-22:30""], ""Wed"": [""11:00-22:30""], ""Thu"": [""11:00-22:30""], ""Fri"": [""11:00-22:30""], ""Sat"": [""11:00-22:30""], ""Sun"": [""11:00-22:30""]}",7,80.5,7,4,520,English,20,7,7,3,1,2,4.5,4,4,4.5,
g911480-d8486901,La Crepe Bretonne,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cubelles""]",Spain,Catalonia,Province of Barcelona,,"Passeig de la Marina de Cubelles, 08880 Cubelles Spain",41.196613,1.650581,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#6 of 52 Restaurants in Cubelles,#6 of 60 places to eat in Cubelles,"Cheap Eats, French, European, Vegetarian Friendly",€,€8-€15,,"French, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [""13:00-23:00""], ""Sat"": [""13:00-23:00""], ""Sun"": [""13:00-22:00""]}",3,29,3,4.5,131,English,4,4,0,0,0,0,4.5,4.5,4.5,,
g911480-d986550,La Font,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cubelles""]",Spain,Catalonia,Province of Barcelona,,"Sant Antoni, 4, 08880 Cubelles Spain",41.208805,1.674207,Claimed,,#28 of 52 Restaurants in Cubelles,#28 of 60 places to eat in Cubelles,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,,"Breakfast, Lunch, Dinner","Spanish, Mediterranean",Vegetarian Friendly,,Y,N,N,,,,,3.5,157,English,6,1,4,1,0,0,3.5,3.5,3.5,3.5,
